timestamp,round,neighbor,latitude,longitude,distance
2024-03-05 18:58:01.827979,0,None,None,192.168.50.2:45000,None
2024-03-05 18:58:01.827979,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:58:11.874658,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:58:11.874658,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:58:23.203925,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:58:23.203925,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:58:33.223863,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:58:33.223863,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:58:43.304122,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:58:43.304122,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:58:53.340981,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:58:53.340981,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:59:03.366796,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:59:03.366796,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:59:13.385860,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:59:13.385860,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:59:23.465457,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:59:23.465457,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:59:33.517172,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:59:33.517172,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:59:43.553743,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:59:43.553743,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 18:59:53.600780,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 18:59:53.600780,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:00:03.645612,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:00:03.645612,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:00:13.682281,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:00:13.682281,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:00:23.714440,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:00:23.714440,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:00:33.753184,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:00:33.753184,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:00:43.797484,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:00:43.797484,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:00:53.836616,0,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:00:53.836616,0,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:01:03.875472,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:01:03.875472,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:01:13.918420,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:01:13.918420,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:01:23.984229,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:01:23.984229,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:01:34.023953,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:01:34.023953,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:01:44.059844,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:01:44.059844,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:01:54.097711,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:01:54.097711,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:02:04.153047,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:02:04.153047,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:02:14.191117,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:02:14.191117,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:02:24.226704,1,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:02:24.226704,1,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:02:34.314148,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:02:34.314148,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:02:44.371398,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:02:44.371398,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:02:54.418174,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:02:54.418174,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:03:04.445998,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:03:04.445998,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:03:14.516071,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:03:14.516071,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:03:24.554328,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:03:24.554328,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:03:34.579765,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:03:34.579765,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:03:44.614230,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:03:44.614230,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:03:54.678318,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:03:54.678318,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:04:04.707148,2,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:04:04.707148,2,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:04:14.753974,3,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:04:14.753974,3,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:04:24.796120,3,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:04:24.796120,3,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:04:34.876186,3,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
2024-03-05 19:04:34.876186,3,192.168.50.3:45000,36.21502560127892,-1.245583574128296,1414934.9206909877
2024-03-05 19:04:44.913117,3,192.168.50.2:45000,37.93872669398165,-6.228208110329963,1588876.535329092
